City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Auki,SB,-8.7676,160.7034,85.6,68,72,4.94,broken clouds
346,Khakhea,BW,-24.6895,23.494,66.97,84,80,17.07,moderate rain
347,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,86,80,0.78,broken clouds
348,Igbo Ora,NG,7.4333,3.2833,76.53,80,67,2.89,broken clouds
349,Sri Aman,MY,1.2376,111.4621,75.25,100,91,0.0,overcast clouds
350,Taoudenni,ML,22.6783,-3.9836,57.97,20,3,12.82,clear sky
351,Socorro,US,31.6546,-106.3033,69.39,23,75,0.0,broken clouds
352,Ayagoz,KZ,47.9714,80.4392,23.54,91,97,11.03,overcast clouds
353,Humaita,BR,-7.5061,-63.0208,75.0,97,84,1.23,broken clouds
354,Mound,US,44.9366,-93.6661,33.13,66,100,1.01,light snow
355,Yeppoon,AU,-23.1333,150.7333,80.38,64,32,14.09,scattered clouds
356,Nambucca Heads,AU,-30.65,153.0,69.17,87,89,12.82,overcast clouds
357,Batemans Bay,AU,-35.7167,150.1833,64.2,62,100,5.35,overcast clouds
358,Chamba,IN,32.5667,76.1333,55.63,46,76,6.13,broken clouds
359,Martapura,ID,-3.4167,114.85,75.29,94,40,0.0,scattered clouds
360,Dukat,RU,62.55,155.55,-33.2,98,14,5.26,few clouds
361,Husavik,IS,66.0449,-17.3389,13.91,79,21,14.97,few clouds
362,Matagami,CA,49.7502,-77.6328,3.31,85,90,2.3,overcast clouds
363,Kiunga,PG,-6.1219,141.2906,77.18,95,100,3.2,overcast clouds
364,Road Town,VG,18.4167,-64.6167,80.69,83,40,8.05,scattered clouds
365,Faya,SA,18.3851,42.4509,50.52,42,0,1.43,clear sky
366,Den Helder,NL,52.9599,4.7593,43.07,88,90,3.0,light intensity drizzle
367,Novyy Urengoy,RU,66.0833,76.6333,-28.59,100,47,4.81,scattered clouds
368,Bealanana,MG,-14.55,48.7333,61.63,98,19,3.29,few clouds
369,Iquique,CL,-20.2208,-70.1431,66.24,76,27,2.68,scattered clouds
370,Romny,UA,50.751,33.4747,27.25,87,39,4.61,scattered clouds
371,Hirado,JP,33.3597,129.5531,49.39,56,67,7.65,broken clouds
372,Marsa Matruh,EG,31.3525,27.2453,60.17,59,13,24.36,few clouds
373,Tshane,BW,-24.0196,21.8684,69.49,72,100,13.0,overcast clouds
374,Fort Nelson,CA,58.8053,-122.7002,-15.21,84,90,2.3,light snow
375,Severnyy,RU,50.677,36.5532,23.04,93,80,6.71,broken clouds
376,Kennett,US,36.2362,-90.0556,59.0,54,40,10.36,haze
377,Vangaindrano,MG,-23.35,47.6,72.75,95,23,3.89,few clouds
378,Koulamoutou,GA,-1.1303,12.4736,72.27,96,100,1.83,overcast clouds
379,Longyan,CN,25.1072,117.0225,48.61,65,1,2.8,clear sky
380,Maragogi,BR,-9.0122,-35.2225,77.63,86,52,8.66,broken clouds
381,Qaqortoq,GL,60.7167,-46.0333,33.42,95,100,27.63,light snow
382,Mamallapuram,IN,12.6264,80.1722,78.06,75,13,2.33,few clouds
383,Cerritos,US,33.8583,-118.0648,72.48,68,1,3.0,haze
384,Pedernales,DO,18.0384,-71.744,79.83,71,21,2.89,few clouds
385,Bukama,CD,-9.2,25.85,70.45,79,8,2.06,clear sky
386,Basco,PH,20.4487,121.9702,74.1,61,87,24.63,overcast clouds
387,Nuevitas,CU,21.5453,-77.2644,76.44,72,84,8.12,broken clouds
388,Alugan,PH,12.2188,125.4808,78.46,78,89,18.99,overcast clouds
389,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.34,87,69,7.72,broken clouds
390,Sulechow,PL,52.0836,15.6251,32.65,45,100,7.58,overcast clouds
391,Hartlepool,GB,54.6861,-1.2125,41.52,88,78,16.28,broken clouds
392,Carutapera,BR,-1.195,-46.02,77.95,87,81,6.15,broken clouds
393,Limoges,FR,45.75,1.3333,37.96,93,75,8.05,broken clouds
394,Gawler,AU,-34.6,138.7333,73.24,52,81,5.19,broken clouds
395,Margate,GB,51.3813,1.3862,42.89,75,93,4.0,overcast clouds
396,Smoky Lake,CA,54.1169,-112.4686,12.92,79,99,6.91,overcast clouds
397,Chifeng,CN,42.2683,118.9636,29.62,38,0,5.61,clear sky
398,Kambove,CD,-10.8764,26.5969,64.18,67,9,3.76,clear sky
399,Krasnozerskoye,RU,53.9828,79.2374,26.58,95,100,11.1,overcast clouds
400,Kyren,RU,51.6828,102.1408,15.73,77,43,3.62,scattered clouds
401,Hamilton,US,39.1834,-84.5333,47.03,57,1,1.01,clear sky
402,Conroe,US,30.3119,-95.456,77.94,82,1,0.0,clear sky
403,Moose Factory,CA,51.2585,-80.6094,6.8,72,40,8.05,scattered clouds
404,Bay City,US,43.5945,-83.8889,33.94,62,1,4.0,clear sky
405,Meulaboh,ID,4.1363,96.1285,76.23,86,69,3.49,broken clouds
406,Khani,GE,41.9563,42.9566,44.17,46,72,8.66,broken clouds
407,Harper,LR,4.375,-7.7169,79.65,82,12,6.96,few clouds
408,Cabedelo,BR,-6.9811,-34.8339,79.47,82,18,11.79,few clouds
409,Atar,MR,20.5169,-13.0499,71.82,15,67,8.46,broken clouds
410,Ayacucho,PE,-13.1583,-74.2239,64.26,55,75,4.61,broken clouds
411,Analipsis,GR,35.3167,25.5667,57.11,86,98,4.9,overcast clouds
412,Bafia,CM,4.75,11.2333,71.78,89,58,0.89,light rain
413,Puerto Gaitan,CO,4.3133,-72.0816,80.91,59,98,7.65,overcast clouds
414,Iisalmi,FI,63.5592,27.1907,3.22,96,41,4.94,scattered clouds
415,Santa Ana,US,33.7456,-117.8678,71.47,66,1,1.01,haze
416,Katsuura,JP,35.1333,140.3,49.19,59,11,10.42,few clouds
417,Linguere,SN,15.3953,-15.1193,79.02,34,0,6.91,clear sky
418,Sugal,PH,5.6622,125.4617,81.88,72,97,1.28,overcast clouds
419,Padang,ID,-0.9492,100.3543,75.25,88,100,3.24,overcast clouds
420,Xinglongshan,CN,43.9561,125.4661,26.35,59,0,15.66,clear sky
421,Eureka,US,40.8021,-124.1637,52.41,81,42,1.01,scattered clouds
422,Gaoyou,CN,32.7858,119.4278,43.93,67,5,6.53,light rain
423,Torbay,CA,47.6666,-52.7314,29.68,57,40,23.02,scattered clouds
424,Coquimbo,CL,-29.9533,-71.3436,60.53,82,40,10.36,scattered clouds
425,Luwuk,ID,-0.9516,122.7875,80.46,83,96,0.67,overcast clouds
426,Tikhvin,RU,59.6451,33.5294,1.22,93,97,4.85,overcast clouds
427,Raton,US,36.9034,-104.4391,57.54,28,1,9.22,clear sky
428,Shepsi,RU,44.0361,39.1489,55.83,66,94,17.31,overcast clouds
429,Kalianget,ID,-7.05,113.9333,79.07,85,100,11.95,overcast clouds
430,Inyonga,TZ,-6.7167,32.0667,69.57,58,90,3.38,overcast clouds
431,Awjilah,LY,29.1081,21.2869,57.52,53,32,15.88,scattered clouds
432,Nakonde,ZM,-9.3421,32.745,61.97,64,41,4.56,scattered clouds
433,Puerto Penasco,MX,31.3167,-113.5333,69.91,73,45,5.01,scattered clouds
434,Kintinku,TZ,-5.8833,35.2333,71.83,66,24,3.62,few clouds
435,Itarema,BR,-2.9248,-39.9167,79.93,82,34,13.2,scattered clouds
436,Korla,CN,41.7597,86.1469,25.86,61,96,1.68,overcast clouds
437,Dalbandin,PK,28.8947,64.4101,52.5,61,3,5.48,clear sky
438,Puerto Suarez,BO,-18.95,-57.8,77.76,82,99,4.43,heavy intensity rain
439,La Paz,BO,-16.5,-68.15,53.58,81,75,5.75,broken clouds
440,Morondava,MG,-20.2833,44.2833,78.82,79,39,2.39,scattered clouds
441,Hibbing,US,47.4272,-92.9377,21.43,38,1,3.44,clear sky
442,Nazare,BR,-13.035,-39.0144,73.42,95,22,2.53,light rain
443,Somogyvar,HU,46.5814,17.6629,33.31,70,100,8.61,overcast clouds
444,Kortkeros,RU,61.8106,51.5806,5.18,94,100,9.71,light snow
445,Vinkovci,HR,45.2883,18.8047,35.46,100,0,4.61,clear sky
446,Half Moon Bay,US,37.4636,-122.4286,62.62,78,1,1.99,clear sky
447,Chicama,PE,-7.8447,-79.1469,63.14,80,99,5.26,overcast clouds
448,Gizo,SB,-8.103,156.8419,84.07,73,90,5.48,light rain
449,Northam,GB,51.0333,-4.2167,44.62,78,53,25.3,broken clouds
450,Narasannapeta,IN,18.4167,84.05,69.21,95,100,8.37,overcast clouds
451,Wana,PK,32.2989,69.5725,47.84,37,83,1.61,broken clouds
452,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.84,82,12,5.32,few clouds
453,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,75.13,94,96,10.58,overcast clouds
454,Stephenville,US,32.2207,-98.2023,71.69,42,1,3.44,clear sky
455,San Clemente,US,33.427,-117.612,70.27,76,23,1.01,few clouds
456,Nevel,RU,56.0209,29.9284,23.9,98,99,2.17,light snow
457,Klyuchi,RU,52.2667,79.1667,26.92,94,100,5.84,overcast clouds
458,Buraydah,SA,26.326,43.975,57.65,42,1,9.01,clear sky
459,Putina,PE,-15.4667,-69.4333,48.83,73,90,13.71,overcast clouds
460,Fiumicino,IT,41.7675,12.2291,61.07,70,40,27.63,scattered clouds
461,Wanaka,NZ,-44.7,169.15,64.74,74,80,7.07,broken clouds
462,Sumoto,JP,34.35,134.9,48.38,75,43,1.01,scattered clouds
463,Sambava,MG,-14.2667,50.1667,77.04,82,45,9.75,scattered clouds
464,Katangli,RU,51.7102,143.2326,1.89,96,78,10.04,broken clouds
465,Killybegs,IE,54.6333,-8.45,45.34,71,33,23.89,scattered clouds
466,Te Anau,NZ,-45.4167,167.7167,53.13,95,96,7.38,moderate rain
467,Atherton,GB,53.5237,-2.4935,45.43,79,100,13.0,overcast clouds
468,Semey,KZ,50.4111,80.2275,23.5,96,85,5.88,overcast clouds
469,Bayangol,RU,50.6977,103.4656,10.2,79,73,3.8,broken clouds
470,Broome,US,42.2506,-75.833,39.58,64,1,5.01,clear sky
471,Richards Bay,ZA,-28.783,32.0377,73.2,97,100,6.69,moderate rain
472,Chapais,CA,49.7834,-74.8492,-7.82,97,99,1.28,overcast clouds
473,Tres Arroyos,AR,-38.3739,-60.2798,51.89,82,100,6.22,overcast clouds
474,Pochutla,MX,15.7432,-96.4661,85.82,64,1,2.77,clear sky
475,Kununurra,AU,-15.7667,128.7333,91.38,66,100,8.05,overcast clouds
476,Kachiry,KZ,53.0675,76.1036,31.46,93,100,9.84,overcast clouds
477,Shingu,JP,33.7333,135.9833,47.39,60,2,5.06,clear sky
478,Rochegda,RU,62.8,43.25,4.06,81,100,8.39,overcast clouds
479,Jiujiang,CN,29.7333,115.9833,50.45,53,56,2.82,broken clouds
480,Binga,ZW,-17.6203,27.3414,79.39,42,13,2.82,few clouds
481,Narsaq,GL,60.9167,-46.05,33.26,86,100,17.81,light snow
482,College,US,64.8569,-147.8028,-21.01,73,75,0.0,broken clouds
483,Tromso,NO,69.6496,18.957,19.42,58,0,16.11,clear sky
484,Marawi,PH,7.9986,124.2928,70.65,90,84,5.17,broken clouds
485,Hirara,JP,24.8,125.2833,68.27,60,20,11.5,few clouds
486,Morros,BR,-9.4467,-46.3003,70.61,94,100,4.32,overcast clouds
487,San Quintin,MX,30.4833,-115.95,62.13,78,8,16.4,clear sky
488,San Jeronimo,PE,-11.9472,-75.2829,53.51,81,100,4.09,overcast clouds
489,Pskov,RU,57.8136,28.3496,17.51,93,40,4.47,scattered clouds
490,Vila Velha,BR,-20.3297,-40.2925,76.95,79,75,6.91,broken clouds
491,Tambacounda,SN,13.7539,-13.7586,78.85,41,88,2.3,haze
492,Peleduy,RU,59.6289,112.7406,22.98,89,100,13.76,overcast clouds
493,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.57,97,99,1.52,overcast clouds
494,Kurumkan,RU,54.3,110.3,15.48,93,64,4.27,light snow
495,San Carlos De Bariloche,AR,-41.1456,-71.3082,74.95,16,20,9.22,few clouds
496,Arlit,NE,18.7369,7.3853,69.39,18,7,7.52,clear sky
497,Maneromango,TZ,-7.1988,38.7848,68.79,97,71,2.51,moderate rain
498,Goba,ET,7.0167,39.9833,46.09,76,8,4.52,clear sky
499,Mogadishu,SO,2.0371,45.3438,79.29,75,52,16.8,broken clouds
500,Kuito,AO,-12.3833,16.9333,61.38,96,100,0.58,moderate rain
501,Birobidzhan,RU,48.8,132.95,-3.12,93,57,1.72,broken clouds
502,Yuma,US,32.7253,-114.6244,80.89,18,1,4.61,clear sky
503,Marabba,SD,12.35,32.1833,80.64,28,0,10.42,clear sky
504,Qalyub,EG,30.1792,31.2056,65.19,48,82,15.68,broken clouds
505,Bilibino,RU,68.0546,166.4372,-40.79,98,45,5.03,scattered clouds
506,Cayenne,GF,4.9333,-52.3333,77.04,92,90,1.14,light rain
507,Khasan,RU,42.4308,130.6434,22.42,63,5,4.16,clear sky
508,Magugu,TZ,-4.0167,35.7667,66.27,89,87,0.76,light rain
509,Copiapo,CL,-27.3667,-70.3333,56.89,37,53,4.56,broken clouds
510,Kirakira,SB,-10.4544,161.9205,85.87,69,53,1.77,broken clouds
511,Vostok,RU,46.4856,135.8833,0.54,82,74,5.55,broken clouds
512,Abu Dhabi,AE,24.4667,54.3667,73.96,59,40,3.44,scattered clouds
513,Constitucion,CL,-35.3333,-72.4167,58.91,72,2,11.95,clear sky
514,Graham,US,47.0529,-122.2943,42.89,93,90,0.0,light rain
515,Chimoio,MZ,-19.1164,33.4833,75.06,57,0,2.37,clear sky
516,Bagdarin,RU,54.4333,113.6,8.22,87,71,5.06,broken clouds
517,Angoche,MZ,-16.2325,39.9086,75.87,84,1,7.23,clear sky
518,Upata,VE,8.0086,-62.3989,78.19,80,72,4.29,broken clouds
519,Beboto,TD,8.2668,16.939,75.65,34,64,5.1,broken clouds
520,Monteagudo,BO,-19.8167,-63.9833,67.05,97,100,4.07,moderate rain
521,Sangar,RU,63.9242,127.4739,-13.58,93,100,12.68,overcast clouds
522,Abu Samrah,SY,35.3029,37.1841,54.61,45,100,7.47,overcast clouds
523,Charyshskoye,RU,51.3978,83.5598,15.17,87,66,4.83,broken clouds
524,Samarai,PG,-10.6167,150.6667,83.48,70,100,3.89,overcast clouds
525,Flinders,AU,-34.5833,150.8552,66.18,80,93,12.21,overcast clouds
526,Vila,PT,42.0304,-8.1588,42.33,83,60,4.85,broken clouds
527,Myitkyina,MM,25.3833,97.4,62.46,78,99,2.39,overcast clouds
528,Thoen,TH,17.6129,99.2161,58.55,96,7,1.7,clear sky
529,Asfi,MA,32.2994,-9.2372,56.71,79,4,17.31,clear sky
530,Barpali,IN,21.2,83.5833,66.83,77,100,4.61,overcast clouds
531,Thinadhoo,MV,0.5333,72.9333,81.97,80,100,16.89,heavy intensity rain
532,Kariba,ZW,-16.5167,28.8,79.92,37,0,5.06,clear sky
533,Puerto Quijarro,BO,-17.7833,-57.7667,78.57,84,100,1.36,heavy intensity rain
534,Kaeo,NZ,-35.1,173.7833,76.32,80,91,10.02,overcast clouds
535,Mecca,SA,21.4267,39.8261,72.0,75,0,0.85,clear sky
536,Havoysund,NO,70.9963,24.6622,16.68,91,98,13.15,overcast clouds
537,Lashio,MM,22.9333,97.75,54.27,96,44,1.68,scattered clouds
538,Cap Malheureux,MU,-19.9842,57.6142,77.49,72,53,1.99,broken clouds
539,Nalgonda,IN,17.05,79.2667,69.06,65,80,6.69,broken clouds
540,Port Hardy,CA,50.6996,-127.4199,39.76,87,90,17.27,light intensity shower rain
541,Kempele,FI,64.9131,25.5034,-7.58,84,0,1.14,clear sky
542,Konigs Wusterhausen,DE,52.3014,13.633,35.11,95,75,8.05,snow
543,Topsham,US,43.9276,-69.9759,31.98,72,43,4.74,scattered clouds
544,Junagarh,IN,19.8667,82.9333,65.34,95,100,3.42,overcast clouds
545,Marienburg,PL,54.0359,19.0266,34.12,91,77,3.85,broken clouds
546,Kondinskoye,RU,59.6481,67.41,33.22,98,100,15.12,snow
547,Lebedyn,UA,50.5852,34.4849,28.38,85,44,3.78,scattered clouds
548,Adre,TD,13.4667,22.2,70.9,25,0,7.83,clear sky
549,Kodinsk,RU,58.6881,99.1844,16.12,76,99,14.03,overcast clouds
550,Savannah Bight,HN,16.45,-85.85,73.45,92,99,1.1,overcast clouds
551,Cienaga De Oro,CO,8.8744,-75.6203,77.13,92,97,6.71,overcast clouds
552,Guane,CU,22.2025,-84.0875,71.26,79,10,4.23,clear sky
553,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,74.86,88,88,4.85,overcast clouds
554,Svetlogorsk,BY,52.6333,29.7333,29.62,88,100,7.45,overcast clouds
555,Yazoo City,US,32.8551,-90.4056,70.54,82,90,1.28,overcast clouds
556,Sistranda,NO,63.7256,8.834,30.16,63,98,11.23,overcast clouds
557,Whakatane,NZ,-37.9585,176.9854,73.51,83,86,5.01,overcast clouds
558,Kintampo,GH,8.0563,-1.7306,78.42,37,76,2.59,broken clouds
559,Malmyzh,RU,56.5205,50.6818,27.27,85,92,12.06,overcast clouds
560,Ust-Omchug,RU,61.15,149.6333,-38.9,100,95,1.45,overcast clouds
561,Katherine,AU,-14.4667,132.2667,89.92,55,98,10.36,overcast clouds
562,Bassar,TG,9.25,0.7833,75.09,22,87,2.53,overcast clouds
563,Masaka,UG,-0.3338,31.7341,64.71,93,100,4.79,light rain
564,Kerman,IR,30.2832,57.0788,30.06,55,0,4.61,clear sky
565,Yabrud,SY,33.9674,36.6574,38.86,51,100,4.47,overcast clouds
566,Port Moresby,PG,-9.4431,147.1797,80.02,89,40,3.44,light rain
567,Brae,GB,60.3964,-1.353,39.11,90,91,26.15,overcast clouds
568,Dehloran,IR,32.6941,47.2679,57.74,36,48,1.48,scattered clouds
569,Laem Sing,TH,12.4816,102.0738,66.06,69,70,11.7,broken clouds
570,Twin Falls,US,42.3505,-114.6445,53.94,44,1,5.75,clear sky
571,Badarpur,IN,24.9,92.6,69.28,70,100,3.06,overcast clouds
572,Bulawayo,ZW,-20.15,28.5833,73.49,39,59,5.23,broken clouds
573,Manikganj,BD,23.8553,90.0125,71.58,82,100,5.23,overcast clouds
574,Pontianak,ID,-0.0333,109.3333,76.98,94,40,3.44,light rain
575,Keflavik,IS,64.0049,-22.5624,28.83,80,0,13.8,clear sky
576,Chumikan,RU,54.7183,135.315,7.05,74,94,29.3,overcast clouds
577,Kushiro,JP,42.975,144.3747,29.35,59,20,4.61,few clouds
578,Trat,TH,12.5,102.5,61.61,81,76,8.43,broken clouds
579,Fare,PF,-16.7,-151.0167,81.14,64,33,13.71,scattered clouds
580,Viru,PE,-8.4167,-78.75,63.7,82,100,4.18,light rain
581,Kirgiz-Miyaki,RU,53.6324,54.7979,33.58,98,100,16.13,light snow
582,Cerkezkoy,TR,41.285,28.0003,49.23,100,75,10.36,broken clouds
583,Saint-Augustin,CA,51.226,-58.6502,21.85,57,33,19.39,scattered clouds
584,Paita,PE,-5.0892,-81.1144,72.16,83,73,14.2,broken clouds
585,Rogozno,PL,52.7523,16.9905,31.98,84,100,8.9,overcast clouds
586,Tazovskiy,RU,67.4667,78.7,-30.91,99,33,4.88,scattered clouds
587,Carupano,VE,10.6678,-63.2585,77.27,86,81,10.27,broken clouds
588,Mendi,PG,-6.1761,143.6513,65.52,74,100,3.38,light rain
589,Hambantota,LK,6.1241,81.1185,77.04,86,71,5.23,broken clouds
590,Sal Rei,CV,16.1833,-22.9167,72.16,74,100,19.08,overcast clouds
591,Asau,RO,46.4333,26.4,29.95,81,68,4.83,broken clouds
592,Invercargill,NZ,-46.4,168.35,54.01,93,100,14.0,light rain
593,Wilmington,US,34.2257,-77.9447,62.98,78,94,1.01,overcast clouds
594,San Rafael,AR,-34.6177,-68.3301,65.48,65,92,7.31,overcast clouds
595,Ugoofaaru,MV,5.6667,73.0,81.7,77,43,10.71,scattered clouds
596,Uromi,NG,6.7,6.3333,73.06,74,62,4.43,broken clouds
597,Nemuro,JP,43.3236,145.575,33.53,65,27,20.67,scattered clouds
598,Rorvik,NO,64.8621,11.2373,25.25,68,12,34.74,few clouds
